element_key,parking_category,total_nopark,total_zones,parking_spaces,total_spaces
89321,Unrestricted Parking,0,0,2,2
86698,Unrestricted Parking,0,0,9,9
17382,Unrestricted Parking,0,0,10,10
63466,Unrestricted Parking,0,0,11,11
16722,Unrestricted Parking,0,0,12,12
52494,Unrestricted Parking,0,0,23,23
29669,Unrestricted Parking,0,0,18,18
51141,Unrestricted Parking,0,0,30,30
25581,Unrestricted Parking,0,0,25,25
51509,Unrestricted Parking,0,0,11,11
37633,Unrestricted Parking,0,0,12,12
56485,Unrestricted Parking,0,0,4,4
87378,Unrestricted Parking,0,0,11,11
9821,Unrestricted Parking,0,0,26,26
56410,Unrestricted Parking,0,0,26,26
58850,Unrestricted Parking,0,0,7,7
50598,Unrestricted Parking,0,0,10,10
39417,Unrestricted Parking,0,0,2,2
37066,Unrestricted Parking,0,0,5,5
81002,Unrestricted Parking,0,0,10,10
7426,Unrestricted Parking,0,0,11,11
38845,Unrestricted Parking,0,0,17,17
21086,Unrestricted Parking,0,0,37,37
16402,Unrestricted Parking,0,0,10,10
49694,Unrestricted Parking,0,0,25,25
34678,Unrestricted Parking,0,0,11,11
77202,Unrestricted Parking,0,0,6,6
48037,Unrestricted Parking,0,0,23,23
87065,Unrestricted Parking,0,0,12,12
12017,Unrestricted Parking,0,0,10,10
40405,Unrestricted Parking,0,0,2,2
74109,Unrestricted Parking,0,0,25,25
79309,Unrestricted Parking,0,0,63,63
78421,Unrestricted Parking,0,0,6,6
1118,Unrestricted Parking,0,0,5,5
11574,Unrestricted Parking,0,0,26,26
122739,Unrestricted Parking,0,0,5,5
11098,Unrestricted Parking,0,0,17,17
42462,Unrestricted Parking,0,0,9,9
24725,Unrestricted Parking,0,0,26,26
88498,Unrestricted Parking,0,0,6,6
46629,Unrestricted Parking,0,0,15,15
120461,Unrestricted Parking,0,0,6,6
59466,Unrestricted Parking,0,0,11,11
60097,Unrestricted Parking,0,0,11,11
86730,Unrestricted Parking,0,0,10,10
54861,Unrestricted Parking,0,0,8,8
61074,Unrestricted Parking,0,0,10,10
58782,Unrestricted Parking,0,0,4,4
58137,Unrestricted Parking,0,0,11,11
52301,Unrestricted Parking,0,0,25,25
5842,Unrestricted Parking,4,0,21,25
87238,Unrestricted Parking,9,0,3,12
7842,Unrestricted Parking,12,0,3,15
13066,Unrestricted Parking,9,0,2,11
17810,Unrestricted Parking,0,0,12,12
2433,Restricted Parking Zone,0,0,13,13
61574,Unrestricted Parking,0,0,12,12
7298,Unrestricted Parking,4,0,13,17
16242,Unrestricted Parking,0,0,6,6
50454,Time Limited Parking,4,2,44,50
87641,Unrestricted Parking,0,0,12,12
86181,Unrestricted Parking,4,0,8,12
53649,Unrestricted Parking,0,0,10,10
79733,No Parking Allowed,12,0,0,6
121492,Unrestricted Parking,0,0,62,62
4458,Unrestricted Parking,0,0,11,11
44646,Unrestricted Parking,0,0,13,13
89178,Unrestricted Parking,0,0,10,10
10542,Unrestricted Parking,0,0,12,12
45778,Unrestricted Parking,0,0,13,13
88702,Unrestricted Parking,0,0,10,10
64589,Unrestricted Parking,0,0,5,5
88686,Unrestricted Parking,0,0,5,5
45353,Unrestricted Parking,0,0,2,2
121398,Unrestricted Parking,5,0,11,16
48593,Unrestricted Parking,0,0,25,25
46181,Unrestricted Parking,0,0,12,12
57641,No Parking Allowed,4,0,0,2
2013,Unrestricted Parking,0,0,15,15
46805,Unrestricted Parking,0,0,25,25
45382,Unrestricted Parking,8,0,9,17
61753,Unrestricted Parking,4,0,6,10
52266,Unrestricted Parking,4,0,12,16
61713,Unrestricted Parking,12,0,1,13
71114,Unrestricted Parking,16,0,6,22
48689,Unrestricted Parking,4,0,10,14
87658,Unrestricted Parking,21,0,3,24
55649,Unrestricted Parking,13,0,3,16
44413,Unrestricted Parking,4,0,8,12
59458,Restricted Parking Zone,4,1,4,9
14798,Restricted Parking Zone,4,0,5,9
11965,Time Limited Parking,4,0,13,17
57302,Unrestricted Parking,13,0,8,21
36977,Unrestricted Parking,4,0,8,12
54238,Unrestricted Parking,13,0,7,20
49734,Unrestricted Parking,16,0,4,20
44778,Unrestricted Parking,4,0,14,18
46985,Restricted Parking Zone,8,0,3,11
57421,Unrestricted Parking,0,0,16,16
37410,Restricted Parking Zone,12,0,0,8
9498,No Parking Allowed,24,0,0,23
15750,Unrestricted Parking,4,0,21,25
34165,Time Limited Parking,13,1,1,15
2166,Time Limited Parking,0,2,23,25
29342,No Parking Allowed,16,0,0,13
47545,Restricted Parking Zone,4,0,15,19
75573,Unrestricted Parking,4,0,22,26
13498,Unrestricted Parking,20,0,6,26
76382,Unrestricted Parking,4,0,6,10
64645,Restricted Parking Zone,4,0,8,12
10074,No Parking Allowed,16,0,0,16
16550,Unrestricted Parking,4,3,16,23
17749,Unrestricted Parking,0,0,12,12
64714,Unrestricted Parking,0,0,8,8
60922,Unrestricted Parking,0,0,13,13
74758,Unrestricted Parking,0,0,9,9
20589,Unrestricted Parking,0,0,10,10
27950,Unrestricted Parking,0,0,45,45
90826,Unrestricted Parking,0,0,12,12
49953,Unrestricted Parking,0,0,12,12
63234,Unrestricted Parking,0,0,23,23
62822,Unrestricted Parking,4,0,2,6
45341,Unrestricted Parking,0,0,11,11
28877,Unrestricted Parking,0,0,9,9
1402,Unrestricted Parking,0,0,25,25
70086,Restricted Parking Zone,4,1,23,28
4929,Time Limited Parking,0,0,25,25
19410,No Parking Allowed,36,0,0,9
57690,Unrestricted Parking,0,0,11,11
1709,Unrestricted Parking,4,0,16,20
38369,Unrestricted Parking,16,0,10,26
53982,Unrestricted Parking,24,0,60,84
81450,Unrestricted Parking,4,0,13,17
4277,Unrestricted Parking,4,0,21,25
47010,Unrestricted Parking,4,0,6,10
28225,Unrestricted Parking,0,0,12,12
2413,Unrestricted Parking,5,0,20,25
38162,No Parking Allowed,4,0,0,2
17985,Unrestricted Parking,4,0,6,10
85365,Unrestricted Parking,0,0,9,9
84357,Unrestricted Parking,0,0,7,7
72721,Unrestricted Parking,4,0,12,16
52418,Unrestricted Parking,9,0,3,12
27237,Unrestricted Parking,4,0,6,10
11086,Unrestricted Parking,4,0,14,18
26329,Unrestricted Parking,4,0,6,10
49937,Unrestricted Parking,4,0,33,37
45702,Unrestricted Parking,0,0,29,29
8077,Unrestricted Parking,0,0,10,10
75913,Unrestricted Parking,8,0,1,9
52641,Unrestricted Parking,4,1,29,34
85134,Time Limited Parking,8,0,8,16
26009,Unrestricted Parking,0,1,10,11
39046,Unrestricted Parking,4,0,12,16
23957,Unrestricted Parking,4,0,8,12
37929,No Parking Allowed,12,0,0,5
86977,Unrestricted Parking,9,0,1,10
27885,Unrestricted Parking,4,0,4,8
76437,Unrestricted Parking,5,0,4,9
121924,Restricted Parking Zone,0,0,11,11
62630,No Parking Allowed,4,0,0,4
81938,Unrestricted Parking,20,0,8,28
71705,Restricted Parking Zone,0,0,10,10
35314,No Parking Allowed,17,0,0,16
62086,Unrestricted Parking,4,0,5,9
47601,Time Limited Parking,4,0,3,7
56877,Unrestricted Parking,9,0,13,22
54221,Unrestricted Parking,0,0,9,9
44769,Unrestricted Parking,4,0,5,9
79241,Unrestricted Parking,4,0,3,7
72921,No Parking Allowed,20,0,0,13
29089,Unrestricted Parking,4,0,13,17
30830,Unrestricted Parking,32,0,12,44
38994,Unrestricted Parking,4,0,8,12
57294,Unrestricted Parking,0,0,11,11
2281,Unrestricted Parking,8,0,1,9
36669,Unrestricted Parking,0,0,12,12
16582,No Parking Allowed,8,0,0,6
33894,Unrestricted Parking,0,0,73,73
28533,Unrestricted Parking,4,0,6,10
1638,Unrestricted Parking,0,0,5,5
35678,Unrestricted Parking,0,0,26,26
43865,Unrestricted Parking,0,0,12,12
41206,Unrestricted Parking,0,0,26,26
3258,Unrestricted Parking,0,0,8,8
27566,Unrestricted Parking,0,0,9,9
44053,Unrestricted Parking,0,0,8,8
40305,Unrestricted Parking,0,0,4,4
63793,Unrestricted Parking,0,0,10,10
75653,Unrestricted Parking,0,0,21,21
78246,Unrestricted Parking,0,0,26,26
22505,Unrestricted Parking,0,0,12,12
29314,Unrestricted Parking,0,0,10,10
121424,Unrestricted Parking,4,0,15,19
77537,Unrestricted Parking,4,0,19,23
60589,Unrestricted Parking,0,0,1,1
66650,Unrestricted Parking,4,0,6,10
62797,Unrestricted Parking,0,0,10,10
47501,Unrestricted Parking,9,0,45,54
68513,Unrestricted Parking,0,0,6,6
85334,Unrestricted Parking,0,0,2,2
23437,Unrestricted Parking,4,0,1,5
20958,Unrestricted Parking,16,0,9,25
85089,Unrestricted Parking,0,0,25,25
73922,Unrestricted Parking,0,0,22,22
129574,Unrestricted Parking,0,0,10,10
22877,Unrestricted Parking,0,0,34,34
21198,Unrestricted Parking,0,0,11,11
5158,Unrestricted Parking,0,0,26,26
60473,Unrestricted Parking,0,0,11,11
47921,Unrestricted Parking,0,0,26,26
29153,Unrestricted Parking,0,0,25,25
120412,Unrestricted Parking,4,0,9,13
22733,Unrestricted Parking,0,0,10,10
15921,Unrestricted Parking,0,0,10,10
66746,Unrestricted Parking,4,0,21,25
1546,Unrestricted Parking,0,0,1,1
44717,Unrestricted Parking,0,0,10,10
78237,Unrestricted Parking,0,0,16,16
69246,No Parking Allowed,4,0,0,4
49413,Unrestricted Parking,0,0,14,14
85654,No Parking Allowed,13,1,0,10
63878,Unrestricted Parking,0,0,7,7
81906,Unrestricted Parking,0,0,1,1
9102,Unrestricted Parking,0,0,17,17
68962,Unrestricted Parking,0,0,30,30
20482,Unrestricted Parking,0,0,12,12
74857,Unrestricted Parking,0,0,25,25
37733,Unrestricted Parking,0,0,12,12
87130,Unrestricted Parking,0,0,11,11
49334,Unrestricted Parking,4,0,21,25
40609,Unrestricted Parking,16,0,2,18
39153,Unrestricted Parking,0,0,3,3
84337,Unrestricted Parking,0,0,8,8
91385,Unrestricted Parking,4,0,8,12
17681,Unrestricted Parking,4,0,7,11
60797,Unrestricted Parking,0,0,8,8
23197,Unrestricted Parking,0,0,6,6
62938,Unrestricted Parking,0,0,25,25
21269,Unrestricted Parking,0,0,8,8
20393,Unrestricted Parking,0,0,5,5
36001,Unrestricted Parking,0,0,12,12
27241,Unrestricted Parking,0,0,10,10
11898,No Parking Allowed,4,0,0,2
130611,Unrestricted Parking,0,0,5,5
41934,Unrestricted Parking,0,0,17,17
75138,Unrestricted Parking,20,0,4,24
73945,Unrestricted Parking,0,0,12,12
86989,Unrestricted Parking,0,0,20,20
86706,Unrestricted Parking,0,0,4,4
74517,Unrestricted Parking,0,0,26,26
129628,Unrestricted Parking,0,0,4,4
72230,Restricted Parking Zone,4,0,12,16
41950,Unrestricted Parking,0,0,9,9
87901,Unrestricted Parking,0,0,28,28
56765,Unrestricted Parking,0,0,10,10
52882,Unrestricted Parking,0,0,26,26
72997,Unrestricted Parking,0,0,42,42
122653,Unrestricted Parking,0,0,4,4
21081,Unrestricted Parking,0,0,13,13
89241,No Parking Allowed,0,0,0,0
79633,Unrestricted Parking,0,0,29,29
89161,Unrestricted Parking,4,0,2,6
82754,Restricted Parking Zone,4,0,4,8
86810,Unrestricted Parking,0,0,4,4
68390,Unrestricted Parking,0,0,12,12
41541,Unrestricted Parking,4,0,8,12
28254,Restricted Parking Zone,0,0,29,29
43482,Unrestricted Parking,4,0,6,10
19449,Unrestricted Parking,0,0,28,28
90517,Unrestricted Parking,0,0,4,4
39210,Unrestricted Parking,4,0,8,12
66813,Unrestricted Parking,0,0,3,3
68526,Unrestricted Parking,4,0,6,10
86762,Unrestricted Parking,0,0,9,9
6550,Unrestricted Parking,0,0,25,25
47801,Unrestricted Parking,4,0,9,13
8934,Unrestricted Parking,0,0,6,6
48446,Unrestricted Parking,0,0,14,14
1198,Unrestricted Parking,0,0,18,18
57926,Time Limited Parking,8,1,0,9
1430,Unrestricted Parking,0,0,18,18
28333,No Parking Allowed,4,0,0,4
70822,Unrestricted Parking,0,0,18,18
61457,Unrestricted Parking,0,0,16,16
58310,Time Limited Parking,4,0,6,10
53570,Restricted Parking Zone,0,0,10,10
51834,Unrestricted Parking,0,0,17,17
15626,Unrestricted Parking,4,0,4,8
65113,Unrestricted Parking,0,0,9,9
50217,Unrestricted Parking,4,0,9,13
120471,Unrestricted Parking,0,0,11,11
74698,Unrestricted Parking,0,0,31,31
35558,Unrestricted Parking,8,2,5,15
121952,Unrestricted Parking,0,0,2,2
88118,Unrestricted Parking,0,0,25,25
80426,Unrestricted Parking,9,0,2,11
7325,Unrestricted Parking,0,0,30,30
82501,Unrestricted Parking,0,0,12,12
89322,Unrestricted Parking,0,0,2,2
9718,Restricted Parking Zone,0,0,12,12
33001,Unrestricted Parking,4,0,12,16
15077,Unrestricted Parking,4,0,21,25
52793,Unrestricted Parking,0,0,10,10
72753,Unrestricted Parking,0,0,12,12
50377,Unrestricted Parking,0,0,15,15
6561,Unrestricted Parking,4,0,6,10
49914,Unrestricted Parking,0,0,10,10
15118,Unrestricted Parking,0,0,12,12
78018,Unrestricted Parking,0,0,25,25
55033,Unrestricted Parking,0,0,17,17
41694,Unrestricted Parking,0,0,26,26
11530,Unrestricted Parking,0,0,10,10
91794,Unrestricted Parking,0,0,12,12
60058,Unrestricted Parking,0,0,13,13
90061,Unrestricted Parking,0,0,5,5
18086,Unrestricted Parking,0,0,26,26
23549,Unrestricted Parking,0,0,5,5
59969,No Parking Allowed,8,0,0,8
3273,Unrestricted Parking,0,0,9,9
63566,Unrestricted Parking,8,0,15,23
32810,Unrestricted Parking,5,0,3,8
53557,Unrestricted Parking,5,0,22,27
30122,Unrestricted Parking,9,0,2,11
85986,Unrestricted Parking,4,0,8,12
60565,Unrestricted Parking,12,0,1,13
75977,Unrestricted Parking,0,0,13,13
10474,Unrestricted Parking,4,0,18,22
1765,Unrestricted Parking,0,0,27,27
17346,Unrestricted Parking,0,0,9,9
72874,Unrestricted Parking,0,0,9,9
85397,Unrestricted Parking,0,0,8,8
128329,Unrestricted Parking,0,0,16,16
59222,Unrestricted Parking,0,0,9,9
122637,Unrestricted Parking,0,0,6,6
19178,Unrestricted Parking,0,0,10,10
8109,Unrestricted Parking,0,0,1,1
29794,Unrestricted Parking,4,0,21,25
122981,Unrestricted Parking,0,0,1,1
69457,Unrestricted Parking,0,0,3,3
89937,Unrestricted Parking,0,0,1,1
41802,Unrestricted Parking,0,0,11,11
72885,Unrestricted Parking,0,0,16,16
41401,Unrestricted Parking,0,0,9,9
47002,Unrestricted Parking,0,0,12,12
39009,Unrestricted Parking,0,0,13,13
2729,Unrestricted Parking,0,0,7,7
46854,Unrestricted Parking,0,0,20,20
68333,Unrestricted Parking,0,0,11,11
60201,Unrestricted Parking,0,0,12,12
51853,Unrestricted Parking,0,0,12,12
72569,Unrestricted Parking,0,0,10,10
37722,Unrestricted Parking,4,0,7,11
41746,Unrestricted Parking,0,0,13,13
72526,Unrestricted Parking,1,0,11,12
24846,Restricted Parking Zone,0,0,11,11
85014,Unrestricted Parking,0,0,10,10
56657,Unrestricted Parking,0,0,13,13
44042,Unrestricted Parking,0,0,26,26
48893,Unrestricted Parking,0,8,43,51
30902,Unrestricted Parking,0,0,31,31
9038,Unrestricted Parking,0,0,11,11
74753,Unrestricted Parking,0,0,26,26
4606,Unrestricted Parking,4,0,4,8
63098,Unrestricted Parking,0,0,7,7
53653,No Parking Allowed,8,0,0,8
80086,Unrestricted Parking,0,0,6,6
5473,Unrestricted Parking,17,0,8,25
8646,Unrestricted Parking,4,1,6,11
71773,Restricted Parking Zone,0,0,47,47
3474,Unrestricted Parking,4,0,13,17
1385,Unrestricted Parking,4,0,22,26
24866,No Parking Allowed,8,2,0,9
47258,Unrestricted Parking,0,0,12,12
49190,Unrestricted Parking,16,0,3,19
59310,Unrestricted Parking,4,1,7,12
3025,Restricted Parking Zone,8,0,2,10
39813,Unrestricted Parking,0,0,2,2
6717,Unrestricted Parking,4,0,12,16
49217,Unrestricted Parking,0,0,4,4
8078,Unrestricted Parking,0,0,10,10
56454,Unrestricted Parking,29,0,14,43
84929,Unrestricted Parking,0,0,26,26
1921,Restricted Parking Zone,5,1,12,18
69822,Unrestricted Parking,0,0,33,33
68405,Unrestricted Parking,4,0,8,12
53566,No Parking Allowed,28,0,0,26
69201,Unrestricted Parking,0,0,25,25
85226,Unrestricted Parking,4,0,3,7
29285,Unrestricted Parking,0,0,13,13
47262,Unrestricted Parking,6,1,4,11
56401,Unrestricted Parking,4,0,11,15
58097,Unrestricted Parking,14,0,11,25
87414,Unrestricted Parking,0,0,5,5
36897,Restricted Parking Zone,12,1,2,15
24382,Unrestricted Parking,0,0,26,26
36961,No Parking Allowed,4,0,0,2
36589,Unrestricted Parking,0,0,11,11
52321,No Parking Allowed,4,0,0,0
78745,Unrestricted Parking,0,0,2,2
89126,Unrestricted Parking,0,0,12,12
80382,Unrestricted Parking,8,0,2,10
23649,Unrestricted Parking,0,0,5,5
61274,Unrestricted Parking,0,0,12,12
7774,Unrestricted Parking,0,0,17,17
34981,No Parking Allowed,24,0,0,23
46509,Unrestricted Parking,0,0,52,52
25745,Unrestricted Parking,4,0,13,17
43934,Unrestricted Parking,0,0,11,11
17601,Unrestricted Parking,0,0,7,7
47526,No Parking Allowed,52,0,0,48
125541,Unrestricted Parking,0,0,19,19
87842,Unrestricted Parking,0,0,3,3
26137,Unrestricted Parking,0,0,10,10
52142,Unrestricted Parking,0,0,26,26
43677,Unrestricted Parking,0,0,9,9
122065,Unrestricted Parking,0,0,10,10
24966,Unrestricted Parking,0,0,17,17
40222,Unrestricted Parking,0,0,35,35
55138,Unrestricted Parking,0,0,18,18
28062,Unrestricted Parking,0,0,18,18
41462,Unrestricted Parking,8,1,16,25
54198,Unrestricted Parking,0,0,11,11
1181,Unrestricted Parking,8,0,2,10
24922,Unrestricted Parking,0,0,7,7
37714,Unrestricted Parking,17,0,7,24
60581,Unrestricted Parking,0,0,11,11
91413,Unrestricted Parking,8,0,1,9
65285,Unrestricted Parking,0,0,17,17
35486,Time Limited Parking,16,0,0,9
43858,Unrestricted Parking,0,0,10,10
8758,Unrestricted Parking,0,0,17,17
87882,Unrestricted Parking,0,0,10,10
3065,Unrestricted Parking,4,1,7,12
21233,Unrestricted Parking,0,0,6,6
52361,Unrestricted Parking,0,0,5,5
85237,Restricted Parking Zone,21,0,5,26
2457,Unrestricted Parking,0,0,12,12
87314,Unrestricted Parking,5,0,18,23
73426,Unrestricted Parking,0,0,28,28
49006,Unrestricted Parking,4,0,52,56
83210,Time Limited Parking,0,1,9,10
91049,Unrestricted Parking,0,0,13,13
9297,Restricted Parking Zone,4,0,3,7
68325,Unrestricted Parking,0,0,12,12
52338,Unrestricted Parking,4,0,5,9
10430,No Parking Allowed,0,0,0,0
38222,Unrestricted Parking,4,0,21,25
3989,Unrestricted Parking,4,0,12,16
8701,Unrestricted Parking,0,0,25,25
20029,Unrestricted Parking,0,0,4,4
29893,Unrestricted Parking,4,0,21,25
80973,Unrestricted Parking,9,1,6,16
44301,Unrestricted Parking,0,0,13,13
26881,Restricted Parking Zone,4,0,20,24
1981,Unrestricted Parking,0,0,26,26
45845,Unrestricted Parking,0,0,4,4
57721,Unrestricted Parking,0,0,11,11
19142,Unrestricted Parking,0,0,12,12
38938,Unrestricted Parking,0,0,11,11
73153,Unrestricted Parking,0,0,16,16
43605,Unrestricted Parking,0,0,10,10
48482,Unrestricted Parking,0,0,11,11
44542,Unrestricted Parking,0,0,12,12
18674,Unrestricted Parking,0,0,10,10
64309,Unrestricted Parking,0,0,2,2
47357,Unrestricted Parking,0,0,25,25
86498,Unrestricted Parking,0,0,21,21
68310,Unrestricted Parking,0,0,11,11
24770,Unrestricted Parking,0,0,10,10
74761,Unrestricted Parking,0,0,31,31
70686,Unrestricted Parking,0,0,10,10
7053,Unrestricted Parking,0,0,16,16
3586,Unrestricted Parking,0,0,19,19
43625,Unrestricted Parking,0,0,9,9
56133,Unrestricted Parking,0,0,11,11
2398,Unrestricted Parking,0,0,4,4
32777,Unrestricted Parking,0,0,18,18
16310,Unrestricted Parking,0,0,10,10
43521,Unrestricted Parking,0,0,18,18
14549,Unrestricted Parking,0,0,13,13
14598,Unrestricted Parking,0,0,4,4
74725,Unrestricted Parking,0,0,26,26
55406,Unrestricted Parking,4,0,15,19
20577,Unrestricted Parking,0,0,7,7
85929,Unrestricted Parking,0,0,8,8
32517,Unrestricted Parking,0,0,3,3
70526,Unrestricted Parking,12,0,4,16
50390,Unrestricted Parking,0,0,25,25
49262,Unrestricted Parking,4,0,18,22
23369,Unrestricted Parking,0,0,13,13
46525,Unrestricted Parking,0,0,26,26
122487,Unrestricted Parking,0,0,3,3
28273,No Parking Allowed,0,0,0,0
37529,Unrestricted Parking,0,0,12,12
61093,No Parking Allowed,8,0,0,5
63789,Unrestricted Parking,0,0,5,5
46290,Unrestricted Parking,0,0,8,8
73273,Unrestricted Parking,4,0,14,18
49510,Unrestricted Parking,4,0,19,23
74861,Unrestricted Parking,0,0,48,48
74466,Unrestricted Parking,20,0,5,25
130651,Unrestricted Parking,0,0,3,3
82810,Unrestricted Parking,10,0,12,22
33250,Unrestricted Parking,8,0,4,12
87417,Unrestricted Parking,0,0,10,10
88845,Unrestricted Parking,0,0,16,16
46654,Unrestricted Parking,0,0,26,26
32397,Unrestricted Parking,0,0,12,12
16633,Unrestricted Parking,0,0,12,12
50521,Unrestricted Parking,0,0,25,25
72317,Unrestricted Parking,0,0,15,15
57854,Unrestricted Parking,0,0,20,20
38226,Unrestricted Parking,0,0,11,11
74597,Unrestricted Parking,0,0,9,9
56430,Unrestricted Parking,4,0,11,15
59278,No Parking Allowed,4,0,0,4
70197,Restricted Parking Zone,4,0,21,25
49525,Unrestricted Parking,0,1,17,18
14546,Restricted Parking Zone,4,0,4,8
31586,Unrestricted Parking,4,2,6,12
12818,Time Limited Parking,36,5,0,36
42773,Unrestricted Parking,4,0,4,8
63193,Unrestricted Parking,17,3,15,35
25850,Unrestricted Parking,4,0,19,23
60198,Unrestricted Parking,0,0,12,12
9826,Unrestricted Parking,4,0,12,16
33429,Unrestricted Parking,4,0,5,9
4633,Unrestricted Parking,0,0,9,9
27354,Unrestricted Parking,8,0,2,10
19670,Unrestricted Parking,4,0,21,25
33262,Unrestricted Parking,8,0,19,27
75601,Unrestricted Parking,4,0,22,26
22646,Unrestricted Parking,4,0,1,5
22525,Unrestricted Parking,0,0,10,10
82142,No Parking Allowed,13,0,0,10
88445,Unrestricted Parking,0,0,5,5
7334,Unrestricted Parking,0,0,4,4
16205,Unrestricted Parking,8,1,3,12
77193,Unrestricted Parking,0,0,10,10
52225,Unrestricted Parking,4,0,21,25
27085,Unrestricted Parking,0,0,5,5
67153,Unrestricted Parking,4,0,11,15
85889,Unrestricted Parking,0,0,16,16
65053,Unrestricted Parking,0,0,11,11
62433,Restricted Parking Zone,8,0,4,12
49821,Unrestricted Parking,0,0,8,8
90393,Unrestricted Parking,5,0,6,11
6022,Unrestricted Parking,0,0,17,17
64169,No Parking Allowed,4,4,0,7
30205,Unrestricted Parking,0,0,10,10
59334,Restricted Parking Zone,0,0,4,4
38581,Unrestricted Parking,0,0,12,12
85189,Time Limited Parking,5,0,4,9
76954,Unrestricted Parking,0,0,11,11
70433,Unrestricted Parking,0,0,11,11
68498,Unrestricted Parking,4,1,7,12
64417,Unrestricted Parking,0,0,26,26
71298,Unrestricted Parking,0,0,10,10
78294,Unrestricted Parking,4,0,42,46
80242,Unrestricted Parking,0,0,6,6
9685,Unrestricted Parking,0,0,36,36
43333,Unrestricted Parking,0,0,6,6
41082,Unrestricted Parking,0,0,9,9
69238,Unrestricted Parking,0,0,49,49
53233,Unrestricted Parking,4,0,21,25
12494,Unrestricted Parking,0,0,13,13
32905,Unrestricted Parking,0,0,16,16
34454,Unrestricted Parking,0,0,10,10
46961,Unrestricted Parking,4,0,22,26
42182,Unrestricted Parking,0,0,21,21
42830,Unrestricted Parking,4,0,8,12
67173,Unrestricted Parking,0,0,10,10
36201,Unrestricted Parking,2,0,17,19
43458,Unrestricted Parking,0,0,11,11
68965,Unrestricted Parking,4,0,13,17
53441,Unrestricted Parking,5,0,1,6
32210,Unrestricted Parking,8,0,10,18
24381,Unrestricted Parking,4,0,22,26
54666,No Parking Allowed,8,0,0,8
52638,Unrestricted Parking,0,0,16,16
82577,No Parking Allowed,16,0,0,10
19402,Unrestricted Parking,0,0,10,10
77853,Unrestricted Parking,0,0,25,25
44754,Unrestricted Parking,0,0,1,1
31750,Time Limited Parking,0,0,9,9
24530,Unrestricted Parking,0,0,5,5
52406,Unrestricted Parking,4,0,21,25
10370,Restricted Parking Zone,0,0,23,23
64505,Unrestricted Parking,8,0,7,15
75241,Unrestricted Parking,0,0,10,10
42749,No Parking Allowed,12,0,0,12
29118,No Parking Allowed,18,0,0,15
18394,Unrestricted Parking,0,0,12,12
12350,No Parking Allowed,9,0,0,7
74593,Unrestricted Parking,8,0,18,26
2202,Unrestricted Parking,8,0,8,16
27778,Unrestricted Parking,4,0,22,26
18689,Unrestricted Parking,8,0,17,25
63502,Unrestricted Parking,4,0,19,23
90846,Unrestricted Parking,4,0,7,11
